timestamp,event_type,key_code
1000.2041521010237,PRESS,h
1000.3068511649517,RELEASE,h
1000.6531775058555,PRESS,s
1000.7896579670848,RELEASE,s
1001.0637698745817,PRESS,h
1001.2244182741907,RELEASE,h
1001.5567272415464,PRESS,d
1001.7065681113057,RELEASE,d
1001.9081920788436,PRESS,d
1002.1218549719508,RELEASE,d
1002.3635714536812,PRESS,h
1002.470287824344,RELEASE,h
1002.7998454597564,PRESS,s
1002.9315907651422,RELEASE,s
1003.1954488104502,PRESS,a
1003.3434505389735,RELEASE,a
1003.6848786307226,PRESS,s
1003.8233531887137,RELEASE,s
1004.0029530271194,PRESS,f
1004.1550356024981,RELEASE,f
1004.5029508939303,PRESS,g
1004.615353285337,RELEASE,g
1004.8337514946421,PRESS,d
1004.932794718828,RELEASE,d
1005.1855702751445,PRESS,k
1005.303178290428,RELEASE,k
1005.52120461169,PRESS,f
1005.6514474421089,RELEASE,f
1005.8270180397047,PRESS,j
1005.9619341348365,RELEASE,j
1006.1014942686553,PRESS,s
1006.2282402680175,RELEASE,s
1006.4006107369955,PRESS,a
1006.4940094485781,RELEASE,a
1006.6658013317475,PRESS,l
1006.7837972696121,RELEASE,l
1007.0293593797567,PRESS,k
1007.1980778019334,RELEASE,k
1007.3841624773793,PRESS,s
1007.5024377292378,RELEASE,s
1007.7591401729492,PRESS,a
1007.892208746123,RELEASE,a
1008.1547093664511,PRESS,s
1008.3108147789087,RELEASE,s
1008.5455809208012,PRESS,j
1008.7428991125333,RELEASE,j
1009.0673589418218,PRESS,s
1009.203887902741,RELEASE,s
1009.3327932961304,PRESS,s
1009.4520681886746,RELEASE,s
1009.6519094627287,PRESS,g
1009.8178829247959,RELEASE,g
1010.0015727904929,PRESS,a
1010.1619906433101,RELEASE,a
1010.3380299807999,PRESS,g
1010.4789021054169,RELEASE,g
1010.7569348580562,PRESS,a
1010.9038375955356,RELEASE,a
1011.0782920774373,PRESS,s
1011.1799266671758,RELEASE,s
1011.4279684892907,PRESS,s
1011.5404677928674,RELEASE,s
1011.8123461918408,PRESS,s
1011.9704722890217,RELEASE,s
1012.2370892415224,PRESS,k
1012.3240671372142,RELEASE,k
1012.5015451048921,PRESS,f
1012.6365154556107,RELEASE,f
1013.0272970159136,PRESS,f
1013.1902658664825,RELEASE,f
1013.3834577380254,PRESS,s
1013.5094213836429,RELEASE,s
1013.7470217596766,PRESS,s
1013.8269001625915,RELEASE,s
1014.055762104485,PRESS,l
1014.1912050162152,RELEASE,l
1014.4602208015767,PRESS,s
1014.5871450161478,RELEASE,s
1014.8685495632872,PRESS,f
1014.9886216378205,RELEASE,f
1015.2247467637906,PRESS,l
1015.3768123854318,RELEASE,l
1015.6512523393346,PRESS,d
1015.7943301205233,RELEASE,d
1016.0004330170738,PRESS,k
1016.1916799501163,RELEASE,k
1016.4891481496672,PRESS,a
1016.595055944989,RELEASE,a
1016.8973032676803,PRESS,l
1017.0698300880496,RELEASE,l
1017.3786726007949,PRESS,s
1017.4541533639965,RELEASE,s
1017.7306769666719,PRESS,l
1017.8719819130775,RELEASE,l
1018.1189135217293,PRESS,a
1018.290560033939,RELEASE,a
1018.5009700122375,PRESS,k
1018.6431619983907,RELEASE,k
1018.8597774565075,PRESS,j
1019.0055822050165,RELEASE,j
1019.1935080839512,PRESS,l
1019.3253927308634,RELEASE,l
1019.6479223243024,PRESS,h
1019.8044038383409,RELEASE,h
1020.1417902953393,PRESS,g
1020.2992927517645,RELEASE,g
1020.5854920729088,PRESS,l
1020.7294675248893,RELEASE,l
1021.1383414571056,PRESS,j
1021.243048160927,RELEASE,j
1021.4900101026761,PRESS,k
1021.649702515811,RELEASE,k
1021.9299661371973,PRESS,l
1022.0989803877844,RELEASE,l
1022.4279098830241,PRESS,s
1022.5794296169464,RELEASE,s
1022.8704782116295,PRESS,d
1023.0353832619833,RELEASE,d
1023.3342214448112,PRESS,g
1023.4321163129471,RELEASE,g
1023.7707478262006,PRESS,g
1023.9356783894806,RELEASE,g
1024.2137834963842,PRESS,k
1024.3140622652074,RELEASE,k
1024.5439531039533,PRESS,k
1024.6412253003832,RELEASE,k
1024.9173489021764,PRESS,g
1025.0521325033333,RELEASE,g
1025.2252605463045,PRESS,j
1025.384217028427,RELEASE,j
1025.7112040168704,PRESS,j
1025.8330017454416,RELEASE,j
1025.9374912357478,PRESS,k
1026.1168069225928,RELEASE,k
1026.4311570584146,PRESS,l
1026.6177302583096,RELEASE,l
1026.9293913776912,PRESS,k
1027.0582578531578,RELEASE,k
1027.2564950717342,PRESS,s
1027.4033812279883,RELEASE,s
1027.7228820233443,PRESS,s
1027.8411709541517,RELEASE,s
1028.1188259996466,PRESS,k
1028.2604862385554,RELEASE,k
1028.5953082293815,PRESS,h
1028.734514783479,RELEASE,h
1028.9213341301895,PRESS,j
1029.0760144736173,RELEASE,j
1029.3244342884625,PRESS,s
1029.4507497868044,RELEASE,s
1029.6344725251745,PRESS,s
1029.7740208088471,RELEASE,s
1029.9938759729257,PRESS,s
1030.1406308464193,RELEASE,s
1030.500723361137,PRESS,s
1030.6246305422133,RELEASE,s
1030.9124563270655,PRESS,j
1031.0575348166292,RELEASE,j
1031.4316893111818,PRESS,s
1031.5703013794648,RELEASE,s
1031.8273744025162,PRESS,j
1031.9722628404281,RELEASE,j
1032.2488543367408,PRESS,a
1032.4131341819218,RELEASE,a
1032.6412811056634,PRESS,a
1032.7711433250024,RELEASE,a
1033.1100068307655,PRESS,h
1033.2867688795163,RELEASE,h
1033.5742471839997,PRESS,k
1033.6894638806364,RELEASE,k
1033.9355283333994,PRESS,a
1034.1049921762644,RELEASE,a
1034.3283071949286,PRESS,g
1034.4497301719314,RELEASE,g
1034.723065380708,PRESS,s
1034.8825245225037,RELEASE,s
1035.0746954945294,PRESS,g
1035.2409531434855,RELEASE,g
1035.5067194920803,PRESS,d
1035.6861002405253,RELEASE,d
1035.96027987896,PRESS,k
1036.09517994941,RELEASE,k
1036.4059879452525,PRESS,k
1036.5069669268978,RELEASE,k
1036.7574416840896,PRESS,f
1036.8905254564118,RELEASE,f
1037.1085572328261,PRESS,f
1037.2104175917295,RELEASE,f
1037.4393405226563,PRESS,a
1037.5589340456684,RELEASE,a
1037.9237456771673,PRESS,j
1038.033589218312,RELEASE,j
1038.2585965103908,PRESS,l
1038.3387088281113,RELEASE,l
1038.639203798798,PRESS,g
1038.7602335053346,RELEASE,g
1038.9613142146475,PRESS,a
1039.113307606198,RELEASE,a
1039.3407434696182,PRESS,f
1039.5049280348014,RELEASE,f
1039.7521036204373,PRESS,l
1039.8271949599277,RELEASE,l
1040.030734173347,PRESS,d
1040.1609544429016,RELEASE,d
1040.3915184919565,PRESS,f
1040.5773076098176,RELEASE,f
1040.8507979736673,PRESS,k
1040.9486654732893,RELEASE,k
1041.1957599969705,PRESS,k
1041.3294076009968,RELEASE,k
1041.5975953936033,PRESS,h
1041.7160374711864,RELEASE,h
1042.0116196590498,PRESS,k
1042.1924080811882,RELEASE,k
1042.4067068958743,PRESS,s
1042.54930466174,RELEASE,s
1042.776778633112,PRESS,s
1042.92710069238,RELEASE,s
1043.2016362274196,PRESS,k
1043.3513693193652,RELEASE,k
1043.665184786093,PRESS,k
1043.8055193744954,RELEASE,k
1044.0743184085734,PRESS,d
1044.1874087940628,RELEASE,d
1044.3759614370376,PRESS,h
1044.475915287317,RELEASE,h
1044.740994025071,PRESS,d
1044.9030734769435,RELEASE,d
1045.1491977381363,PRESS,s
1045.3275369226567,RELEASE,s
1045.5944410744448,PRESS,d
1045.7135935544902,RELEASE,d
1045.9945362998942,PRESS,s
1046.1477506064102,RELEASE,s
1046.3920420539591,PRESS,d
1046.5810910414361,RELEASE,d
1046.889231358665,PRESS,j
1046.9912942580743,RELEASE,j
1047.260474823177,PRESS,j
1047.3689622741906,RELEASE,j
1047.596922636647,PRESS,d
1047.6925575375924,RELEASE,d
1047.9395812483774,PRESS,j
1048.0543541219874,RELEASE,j
1048.2379635786035,PRESS,a
1048.330676894993,RELEASE,a
1048.5629016594623,PRESS,j
1048.6610084712775,RELEASE,j
1048.8847410631254,PRESS,d
1049.0284009315728,RELEASE,d
1049.266989130638,PRESS,g
1049.4057139895176,RELEASE,g
1049.6430790420848,PRESS,k
1049.7806755200515,RELEASE,k
1050.0060922239256,PRESS,f
1050.1820769635494,RELEASE,f
1050.4423560831735,PRESS,f
1050.5792792636985,RELEASE,f
1050.8870736268395,PRESS,l
1051.0262024194358,RELEASE,l
1051.3541358952782,PRESS,f
1051.4679813012099,RELEASE,f
1051.7137275840018,PRESS,j
1051.8200124580146,RELEASE,j
1052.0416969016856,PRESS,f
1052.1694362857108,RELEASE,f
1052.426715946548,PRESS,l
1052.5226894270531,RELEASE,l
1052.7172286615128,PRESS,k
1052.8713626218125,RELEASE,k
1053.1087942088332,PRESS,g
1053.2327609445326,RELEASE,g
1053.449604080796,PRESS,s
1053.5755962941657,RELEASE,s
1053.7565604312979,PRESS,s
1053.8812983585844,RELEASE,s
1054.06963861879,PRESS,l
1054.1830192031603,RELEASE,l
1054.3945798061113,PRESS,f
1054.5568265213778,RELEASE,f
1054.8457545926785,PRESS,g
1054.9736053022157,RELEASE,g
1055.2560835548497,PRESS,h
1055.3477823503558,RELEASE,h
1055.4778300047956,PRESS,l
1055.642874437255,RELEASE,l
1055.8750196372932,PRESS,h
1055.9558661368153,RELEASE,h
1056.156419738979,PRESS,h
1056.2922183641979,RELEASE,h
1056.5187732773493,PRESS,j
1056.6799842146831,RELEASE,j
1056.9776676746599,PRESS,a
1057.111840555434,RELEASE,a
1057.3429714790132,PRESS,l
1057.504626900544,RELEASE,l
1057.769166704861,PRESS,j
1057.9345160693176,RELEASE,j
1058.1795794807583,PRESS,a
1058.3104058437343,RELEASE,a
1058.612489160887,PRESS,a
1058.7827666117792,RELEASE,a
1059.015317088076,PRESS,f
1059.1634913672153,RELEASE,f
1059.416868582987,PRESS,k
1059.569888214892,RELEASE,k
1059.7736572325307,PRESS,d
1059.9356816221862,RELEASE,d
1060.1267896689685,PRESS,a
1060.265171277898,RELEASE,a
