timestamp,event_type,key_code
1000.1522548405966,PRESS,l
1000.2524832240983,RELEASE,l
1000.3968714411607,PRESS,f
1000.4823253576001,RELEASE,f
1000.6509852340712,PRESS,d
1000.7484788514513,RELEASE,d
1000.8833484096178,PRESS,k
1000.9877840637824,RELEASE,k
1001.0952706093753,PRESS,d
1001.190779650235,RELEASE,d
1001.3464949067393,PRESS,k
1001.4514646526019,RELEASE,k
1001.6078534390751,PRESS,h
1001.7147529252092,RELEASE,h
1001.8667812242736,PRESS,j
1001.9733622660591,RELEASE,j
1002.10048223715,PRESS,k
1002.1925341195046,RELEASE,k
1002.3047801768117,PRESS,l
1002.4181127105286,RELEASE,l
1002.570152438344,PRESS,k
1002.6704979189785,RELEASE,k
1002.8273703721547,PRESS,h
1002.9109540820953,RELEASE,h
1003.0633350439435,PRESS,j
1003.1814180295444,RELEASE,j
1003.322957981631,PRESS,g
1003.4180161305178,RELEASE,g
1003.5788130745708,PRESS,s
1003.6688958285662,RELEASE,s
1003.8400644726815,PRESS,h
1003.950380763045,RELEASE,h
1004.1203871615719,PRESS,a
1004.2263794315485,RELEASE,a
1004.3771190972691,PRESS,k
1004.4787246969856,RELEASE,k
1004.6497544551705,PRESS,a
1004.7361276016024,RELEASE,a
1004.8748900704297,PRESS,j
1004.959718776094,RELEASE,j
1005.1086324039769,PRESS,j
1005.2225036700211,RELEASE,j
1005.3463026827184,PRESS,g
1005.4467456882319,RELEASE,g
1005.6148305030342,PRESS,s
1005.7219176622872,RELEASE,s
1005.8626351817701,PRESS,s
1005.9690477351367,RELEASE,s
1006.1211312027924,PRESS,s
1006.2015934691054,RELEASE,s
1006.3593585196387,PRESS,h
1006.4494803292248,RELEASE,h
1006.6239832605542,PRESS,l
1006.7247926710255,RELEASE,l
1006.8502741041033,PRESS,g
1006.9608200234485,RELEASE,g
1007.1320470396616,PRESS,l
1007.2313257053758,RELEASE,l
1007.3324952900152,PRESS,k
1007.4499893832177,RELEASE,k
1007.6007187254462,PRESS,a
1007.7109285997362,RELEASE,a
1007.8772704760705,PRESS,s
1007.990994848603,RELEASE,s
1008.1359362371621,PRESS,j
1008.2418197525353,RELEASE,j
1008.3706745715257,PRESS,g
1008.4620272181337,RELEASE,g
1008.6171587457123,PRESS,g
1008.7103928548796,RELEASE,g
1008.8495670693018,PRESS,l
1008.9400221161779,RELEASE,l
1009.1333424207712,PRESS,a
1009.2308967709135,RELEASE,a
1009.3512864536134,PRESS,s
1009.4526284143637,RELEASE,s
1009.5898694887029,PRESS,f
1009.6941301468987,RELEASE,f
1009.8235932573847,PRESS,d
1009.9245440754175,RELEASE,d
1010.0919824974684,PRESS,h
1010.1802828809851,RELEASE,h
1010.3137632183129,PRESS,g
1010.4196052161152,RELEASE,g
1010.5654076690989,PRESS,d
1010.6701248397521,RELEASE,d
1010.8371954029376,PRESS,h
1010.9584764258507,RELEASE,h
1011.1171619011678,PRESS,h
1011.2110361420391,RELEASE,h
1011.3646647529439,PRESS,h
1011.4508124019982,RELEASE,h
1011.5974069938316,PRESS,f
1011.6965411583858,RELEASE,f
1011.8387032930116,PRESS,h
1011.9356504814599,RELEASE,h
1012.0836680312059,PRESS,g
1012.1960076903456,RELEASE,g
1012.3421824695344,PRESS,j
1012.4530115928143,RELEASE,j
1012.5899775896161,PRESS,d
1012.7029900645479,RELEASE,d
1012.8664823728482,PRESS,s
1012.9740619739297,RELEASE,s
1013.102276020701,PRESS,l
1013.2049251738094,RELEASE,l
1013.3624658101818,PRESS,f
1013.4547420389179,RELEASE,f
1013.6226230523173,PRESS,d
1013.7177686245382,RELEASE,d
1013.848235539391,PRESS,j
1013.948654173017,RELEASE,j
1014.0712090984285,PRESS,f
1014.1582138692711,RELEASE,f
1014.3060719993782,PRESS,k
1014.3998239403979,RELEASE,k
1014.5774477063511,PRESS,h
1014.6666366624858,RELEASE,h
1014.8300625908029,PRESS,a
1014.9409339716505,RELEASE,a
1015.0570600564504,PRESS,f
1015.1568577262976,RELEASE,f
1015.2813614521855,PRESS,f
1015.387343594325,RELEASE,f
1015.5490106934883,PRESS,j
1015.6452536877042,RELEASE,j
1015.7856600823114,PRESS,k
1015.8914015967259,RELEASE,k
1016.0504951129558,PRESS,h
1016.1440066993206,RELEASE,h
1016.2713103780069,PRESS,d
1016.3635807546294,RELEASE,d
1016.482279642828,PRESS,h
1016.6008719450674,RELEASE,h
1016.7452108300556,PRESS,k
1016.8322133897441,RELEASE,k
1016.9698593214438,PRESS,k
1017.0754179941559,RELEASE,k
1017.2057676863566,PRESS,g
1017.3102579257667,RELEASE,g
1017.4359214238375,PRESS,f
1017.542374300454,RELEASE,f
1017.6726338353212,PRESS,g
1017.758519463831,RELEASE,g
1017.9035499898574,PRESS,h
1018.0146789642088,RELEASE,h
1018.1420351368814,PRESS,s
1018.2281223960873,RELEASE,s
1018.36644051056,PRESS,g
1018.4728285902579,RELEASE,g
1018.6099187657524,PRESS,g
1018.7163494455357,RELEASE,g
1018.8577519892341,PRESS,h
1018.9513694338982,RELEASE,h
1019.1332747423062,PRESS,d
1019.2169052354685,RELEASE,d
1019.3837847174018,PRESS,l
1019.4852475937039,RELEASE,l
1019.6297861664714,PRESS,j
1019.7306826301137,RELEASE,j
1019.8542761118653,PRESS,f
1019.9551351478411,RELEASE,f
1020.1103962263977,PRESS,j
1020.2162021537431,RELEASE,j
1020.3878848369493,PRESS,l
1020.4747803665023,RELEASE,l
1020.6243852051798,PRESS,a
1020.7176171726961,RELEASE,a
1020.8796373279661,PRESS,k
1020.9731854856208,RELEASE,k
1021.0912476377946,PRESS,s
1021.1763806826945,RELEASE,s
1021.3103992124666,PRESS,d
1021.4131312697114,RELEASE,d
1021.5591198396613,PRESS,j
1021.6616736629954,RELEASE,j
1021.8288121846393,PRESS,j
1021.9287606195294,RELEASE,j
1022.0512609944444,PRESS,d
1022.1645908698238,RELEASE,d
1022.2820810354832,PRESS,d
1022.3863004340045,RELEASE,d
1022.5162244392284,PRESS,g
1022.5975652009246,RELEASE,g
1022.7662097612151,PRESS,d
1022.8812847201588,RELEASE,d
1023.0137564801047,PRESS,h
1023.1200015838104,RELEASE,h
1023.2592698494813,PRESS,h
1023.35389339568,RELEASE,h
1023.5030799905625,PRESS,j
1023.6162902834391,RELEASE,j
1023.746568323076,PRESS,a
1023.8596086807922,RELEASE,a
1023.9951207780841,PRESS,h
1024.1020285497414,RELEASE,h
1024.2556109739448,PRESS,g
1024.3617702770325,RELEASE,g
1024.4953473972903,PRESS,j
1024.5972479908176,RELEASE,j
1024.7451731291185,PRESS,k
1024.8291408401944,RELEASE,k
1025.001277519754,PRESS,g
1025.0954835021075,RELEASE,g
1025.2831648326414,PRESS,s
1025.391901648751,RELEASE,s
1025.5575827839125,PRESS,g
1025.6525708510028,RELEASE,g
1025.8007960772684,PRESS,a
1025.9159701205513,RELEASE,a
1026.0363933829399,PRESS,j
1026.1400686522986,RELEASE,j
1026.3319739930498,PRESS,h
1026.4242745851725,RELEASE,h
1026.592946547001,PRESS,k
1026.6844487670353,RELEASE,k
1026.8461979696979,PRESS,g
1026.9538766465846,RELEASE,g
1027.060443740528,PRESS,g
1027.1647817148373,RELEASE,g
1027.3031006313558,PRESS,k
1027.3940367375915,RELEASE,k
1027.5421117592837,PRESS,l
1027.6553846663764,RELEASE,l
1027.819795755131,PRESS,s
1027.919145600643,RELEASE,s
1028.0819850320588,PRESS,f
1028.195656302916,RELEASE,f
1028.3407997869222,PRESS,f
1028.4437465068634,RELEASE,f
1028.5902302162565,PRESS,f
1028.6877065000301,RELEASE,f
1028.836437739221,PRESS,s
1028.9525910781333,RELEASE,s
1029.1027150469579,PRESS,j
1029.2041336470968,RELEASE,j
1029.391813531489,PRESS,f
1029.4936335548684,RELEASE,f
1029.631975048357,PRESS,s
1029.733157862676,RELEASE,s
