timestamp,event_type,key_code
1000.133271266964,PRESS,s
1000.2323565183649,RELEASE,s
1000.3791915927501,PRESS,f
1000.4800442796953,RELEASE,f
1000.6280453628295,PRESS,l
1000.7274298177226,RELEASE,l
1000.8560463442002,PRESS,d
1000.9593278504424,RELEASE,d
1001.112634710339,PRESS,l
1001.1972685551732,RELEASE,l
1001.3646182307865,PRESS,k
1001.4686335608495,RELEASE,k
1001.5957164922527,PRESS,k
1001.6972751837321,RELEASE,k
1001.8525783282148,PRESS,h
1001.9362916680847,RELEASE,h
1002.1196471468809,PRESS,l
1002.231150323969,RELEASE,l
1002.3927471657464,PRESS,j
1002.493163948889,RELEASE,j
1002.664149389819,PRESS,s
1002.7660573600382,RELEASE,s
1002.9025627807389,PRESS,j
1003.0080892857621,RELEASE,j
1003.1824050677023,PRESS,f
1003.2768126321287,RELEASE,f
1003.3764986419231,PRESS,a
1003.4758954112604,RELEASE,a
1003.6064358697887,PRESS,l
1003.702236081417,RELEASE,l
1003.8661308139307,PRESS,f
1003.9613806486817,RELEASE,f
1004.1451549287817,PRESS,a
1004.2612688681451,RELEASE,a
1004.432162764993,PRESS,j
1004.5183700244672,RELEASE,j
1004.6892191257742,PRESS,l
1004.7872406965048,RELEASE,l
1004.913367341316,PRESS,k
1004.9994326539635,RELEASE,k
1005.1494874818793,PRESS,f
1005.2474933264868,RELEASE,f
1005.4322228815035,PRESS,l
1005.5291939490497,RELEASE,l
1005.6643523977843,PRESS,d
1005.773623251543,RELEASE,d
1005.8819235623419,PRESS,j
1005.9981346534853,RELEASE,j
1006.1376372630847,PRESS,k
1006.2270402537284,RELEASE,k
1006.3829631217104,PRESS,j
1006.5039386495249,RELEASE,j
1006.6678559547308,PRESS,g
1006.769518789614,RELEASE,g
1006.8977085394038,PRESS,d
1006.9942819486431,RELEASE,d
1007.1091359186809,PRESS,j
1007.1913101224826,RELEASE,j
1007.3532110620242,PRESS,g
1007.4623583498787,RELEASE,g
1007.6297997612213,PRESS,h
1007.7386699426423,RELEASE,h
1007.8625754359186,PRESS,f
1007.946886069504,RELEASE,f
1008.0895507995198,PRESS,f
1008.1934445197134,RELEASE,f
1008.3201053823693,PRESS,l
1008.4108482379102,RELEASE,l
1008.6045514121613,PRESS,l
1008.7121741273262,RELEASE,l
1008.8613434951259,PRESS,h
1008.9594499871765,RELEASE,h
1009.0892768080981,PRESS,k
1009.1916094173305,RELEASE,k
1009.3388057412673,PRESS,j
1009.4177428889834,RELEASE,j
1009.5418021335138,PRESS,k
1009.6485436621663,RELEASE,k
1009.828817251033,PRESS,h
1009.9420512557595,RELEASE,h
1010.0709334143986,PRESS,k
1010.1570522338203,RELEASE,k
1010.3336421002125,PRESS,h
1010.4544415277154,RELEASE,h
1010.5953979800837,PRESS,h
1010.688485654585,RELEASE,h
1010.8513928142737,PRESS,j
1010.9507314580738,RELEASE,j
1011.090876215795,PRESS,d
1011.1842444424738,RELEASE,d
1011.3104000869857,PRESS,g
1011.3991439719936,RELEASE,g
1011.5669183721793,PRESS,j
1011.6703462550273,RELEASE,j
1011.7755439220412,PRESS,d
1011.8804708269669,RELEASE,d
1012.0206857683226,PRESS,j
1012.1417037178469,RELEASE,j
1012.286348576716,PRESS,k
1012.3839155591097,RELEASE,k
1012.5544534255877,PRESS,d
1012.6604660380602,RELEASE,d
1012.8147266509164,PRESS,k
1012.9203565749433,RELEASE,k
1013.0817034912036,PRESS,h
1013.1883654108067,RELEASE,h
1013.3248665763412,PRESS,s
1013.4149827423116,RELEASE,s
1013.5550452973569,PRESS,h
1013.6692195300465,RELEASE,h
1013.8101224740964,PRESS,j
1013.9366598071651,RELEASE,j
1014.0917313346991,PRESS,j
1014.1887249192084,RELEASE,j
1014.3581563919324,PRESS,g
1014.4700960844028,RELEASE,g
1014.5809183260602,PRESS,h
1014.6674460337906,RELEASE,h
1014.8262066676722,PRESS,f
1014.9301390575197,RELEASE,f
1015.0387785178855,PRESS,j
1015.1396334369666,RELEASE,j
1015.2801802932079,PRESS,j
1015.3811507216678,RELEASE,j
1015.5190449399257,PRESS,d
1015.6078605144971,RELEASE,d
1015.7495961710229,PRESS,f
1015.8585275569103,RELEASE,f
1016.0156882816551,PRESS,s
1016.1200270161295,RELEASE,s
1016.2362295772084,PRESS,a
1016.3428176448724,RELEASE,a
1016.4916054567947,PRESS,g
1016.5802953401087,RELEASE,g
1016.7404414150176,PRESS,d
1016.8332789528588,RELEASE,d
1016.9857916277846,PRESS,d
1017.0927033413569,RELEASE,d
1017.2187296604349,PRESS,f
1017.3283152377105,RELEASE,f
1017.4559788095406,PRESS,s
1017.5475691214764,RELEASE,s
1017.6739618344835,PRESS,j
1017.7700097203107,RELEASE,j
1017.9154854017218,PRESS,g
1018.0213837426326,RELEASE,g
1018.1871027821015,PRESS,d
1018.2922628654223,RELEASE,d
1018.4615687282683,PRESS,g
1018.560427214431,RELEASE,g
1018.6964544510962,PRESS,a
1018.7914100577159,RELEASE,a
1018.9322383932304,PRESS,k
1019.0437812468344,RELEASE,k
1019.2045554975095,PRESS,g
1019.3148724579016,RELEASE,g
1019.4605087432467,PRESS,f
1019.5600095742703,RELEASE,f
1019.7193912296798,PRESS,a
1019.7949169293432,RELEASE,a
1019.9367688334056,PRESS,l
1020.0233360652561,RELEASE,l
1020.1602908027786,PRESS,l
1020.2665840887038,RELEASE,l
1020.3917958063325,PRESS,k
1020.5062389894915,RELEASE,k
1020.6587544795942,PRESS,k
1020.7591791048832,RELEASE,k
1020.8647015399376,PRESS,f
1020.9754638740869,RELEASE,f
1021.1244411889363,PRESS,h
1021.1992105389031,RELEASE,h
1021.3327488895643,PRESS,a
1021.4373350658436,RELEASE,a
1021.6052230405985,PRESS,g
1021.712261973882,RELEASE,g
1021.8662007983086,PRESS,h
1021.9497812412802,RELEASE,h
1022.1104577741662,PRESS,h
1022.2172162901085,RELEASE,h
1022.3788407672291,PRESS,j
1022.4709721172175,RELEASE,j
1022.6114377655678,PRESS,g
1022.7210090766326,RELEASE,g
1022.8435189964335,PRESS,s
1022.9407631010471,RELEASE,s
1023.1197119900735,PRESS,h
1023.2283532585188,RELEASE,h
1023.3468394023158,PRESS,d
1023.4216377339316,RELEASE,d
1023.5632971623676,PRESS,j
1023.6491812787576,RELEASE,j
1023.7954970231619,PRESS,k
1023.8884402569867,RELEASE,k
1024.0301153364126,PRESS,j
1024.1232308624783,RELEASE,j
1024.2464939062415,PRESS,s
1024.3428564225323,RELEASE,s
1024.4636412023003,PRESS,s
1024.5778301960047,RELEASE,s
1024.7465057642407,PRESS,j
1024.8436854607958,RELEASE,j
1024.9718451496892,PRESS,k
1025.0626912597413,RELEASE,k
1025.2220810199947,PRESS,d
1025.3122943265803,RELEASE,d
1025.4609441053137,PRESS,j
1025.5693380870043,RELEASE,j
1025.717426490217,PRESS,j
1025.8240537368563,RELEASE,j
1025.94746276873,PRESS,a
1026.057776199986,RELEASE,a
1026.2012147603034,PRESS,a
1026.3115376979167,RELEASE,a
1026.4516206872252,PRESS,s
1026.5507367977075,RELEASE,s
1026.6828603972651,PRESS,f
1026.7682390446562,RELEASE,f
1026.922364211882,PRESS,j
1027.0188035411095,RELEASE,j
1027.1388618454428,PRESS,j
1027.2385761636351,RELEASE,j
1027.4049943963944,PRESS,s
1027.5029372182223,RELEASE,s
1027.6541798291871,PRESS,s
1027.7659940426477,RELEASE,s
1027.9140207191667,PRESS,d
1028.0045235957307,RELEASE,d
1028.1681156155903,PRESS,l
1028.252814370097,RELEASE,l
1028.3700857697133,PRESS,j
1028.472796706071,RELEASE,j
1028.6317475832864,PRESS,h
1028.736133802233,RELEASE,h
1028.88978661882,PRESS,l
1028.9762708348946,RELEASE,l
1029.1256014788278,PRESS,l
1029.232686069413,RELEASE,l
1029.3703682788562,PRESS,h
1029.4836586452057,RELEASE,h
1029.6315523432995,PRESS,d
1029.7155856430243,RELEASE,d
1029.8647640271008,PRESS,f
1029.9632871590356,RELEASE,f
1030.1147788840842,PRESS,h
1030.227501719845,RELEASE,h
1030.353440212589,PRESS,a
1030.4640727001379,RELEASE,a
1030.65273508097,PRESS,s
1030.7568122392524,RELEASE,s
1030.907444307135,PRESS,s
1031.0366884094533,RELEASE,s
1031.1915728793404,PRESS,j
1031.297974673648,RELEASE,j
1031.4567205616297,PRESS,a
1031.5539284312147,RELEASE,a
1031.6848815491055,PRESS,j
1031.7769955907193,RELEASE,j
1031.915564814195,PRESS,g
