timestamp,event_type,key_code
1000.2724881870299,PRESS,d
1000.4191398921055,RELEASE,d
1000.6793373427854,PRESS,s
1000.805164106357,RELEASE,s
1001.0348557468346,PRESS,f
1001.1480441821034,RELEASE,f
1001.3377084159232,PRESS,s
1001.4454310645019,RELEASE,s
1001.7748232394536,PRESS,l
1001.9103658527481,RELEASE,l
1002.1444800396346,PRESS,a
1002.2523634649333,RELEASE,a
1002.4476972800012,PRESS,g
1002.5581140648536,RELEASE,g
1002.7808882471933,PRESS,d
1002.9268126251561,RELEASE,d
1003.2209096549742,PRESS,d
1003.3502340940177,RELEASE,d
1003.568493249947,PRESS,d
1003.6463887504652,RELEASE,d
1003.9663510743972,PRESS,s
1004.1758918789076,RELEASE,s
1004.3936635848856,PRESS,h
1004.5729292016596,RELEASE,h
1004.8725746160624,PRESS,d
1005.0542779175512,RELEASE,d
1005.3358538807249,PRESS,d
1005.5328229353256,RELEASE,d
1005.8648270550141,PRESS,a
1006.0073144439866,RELEASE,a
1006.3508944356975,PRESS,d
1006.4733463373806,RELEASE,d
1006.7493514812418,PRESS,s
1006.9126481066803,RELEASE,s
1007.1444447354913,PRESS,g
1007.290032776182,RELEASE,g
1007.5656245755517,PRESS,a
1007.6845883066048,RELEASE,a
1007.9937421765485,PRESS,a
1008.1454859063065,RELEASE,a
1008.4509837563858,PRESS,h
1008.5608432243476,RELEASE,h
1008.8676836305931,PRESS,g
1008.994309074127,RELEASE,g
1009.1875390482436,PRESS,g
1009.3228462540258,RELEASE,g
1009.5749793353131,PRESS,k
1009.748744935149,RELEASE,k
1009.9752301808614,PRESS,k
1010.1813968535374,RELEASE,k
1010.3574933137886,PRESS,f
1010.4538531142588,RELEASE,f
1010.5953206230523,PRESS,f
1010.7176830801011,RELEASE,f
1011.0644148023521,PRESS,j
1011.1923307367501,RELEASE,j
1011.4431412579818,PRESS,h
1011.6076898827539,RELEASE,h
1011.7622987431878,PRESS,g
1011.8941469881491,RELEASE,g
1012.1101302784106,PRESS,k
1012.2337902062079,RELEASE,k
1012.4289385664576,PRESS,s
1012.5652030883705,RELEASE,s
1012.8517896829968,PRESS,h
1012.9709800692838,RELEASE,h
1013.174553025459,PRESS,a
1013.2836778466445,RELEASE,a
1013.5807638484199,PRESS,k
1013.6938293971901,RELEASE,k
1013.8390707718872,PRESS,s
